filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./nibabel/arraywriters.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,142,8,64,[142],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/arraywriters.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,371,8,37,[371],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/arraywriters.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,564,12,42,[564],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/arraywriters.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,607,8,71,[607],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/arraywriters.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,683,8,66,[683],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/casting.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,293,8,40,[293],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/casting.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,296,8,39,[296],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/casting.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,535,4,26,[535],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/cifti2/tests/test_axes.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,109,4,27,[109],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/cifti2/tests/test_axes.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,110,4,38,[110],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./nibabel/cifti2/tests/test_axes.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,111,4,68,[111],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
